DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
10/19/18,1405,MARCONI DR,,x,,,,
10/19/18,1421,HANNAH AVE,,x ,,,,
10/19/18,1506,BANYAN LN,,x,,,,
10/19/18,1529,DOWNTOWN WEST BLVD,,x,,,,
10/19/18,1609,East Glenwood Ave,,x,,,,
10/19/18,1626,WASHINGTON AVE,,x ,,,,
10/19/18,1706,CHICAGO AVE,,x ,,,,
10/19/18,1718,CHICAGO AVE,x ,,,2 city toters ,,
10/19/18,1748,MCCLUNG AVE,,x,,,,
10/19/18,1819,FRANCIS RD ,,x ,,,,
10/19/18,1907,WHITMAN DR,,x ,,,,
10/19/18,1923,MAPLE DR,x ,,,extra bags ,,
10/19/18,2000,FAIR DR,,x,,,,
10/19/18,2016,FENWOOD DR,x ,,,,,
10/19/18,2052,COUNTRYHILL LN,,x,,,,
10/19/18,2111,MCCLUNG AVE,x ,,,,,
10/19/18,2135,MAPLEWOOD DR ,,x ,,,,
10/19/18,2210,LAUREL AVE,,X,,,,
10/19/18,2230,COKER AVE,,,,NEEDS FRONT BAR,,
10/19/18,2305,CHUKAR RD,x ,,,,,
10/19/18,2318,BLACK BEAR RD,,x,,,,
10/19/18,2344,WASHINGTON AVE,,x ,,,,
10/19/18,2417,DODSON AVE,,x ,,,,
10/19/18,2443,PINEY GROVE CHURCH RD,,x,,,,
10/19/18,2513,PERSHING ST,,,x,,,
10/19/18,2549,LINDEN AVE,,x,,,,
10/19/18,2619,WILSON AVE,x ,,,,,
10/19/18,2708,FENWOOD DR,,x ,,,,
10/19/18,2800,LINDEN AVE,,x,,road blocked for const. ,,
10/19/18,2826,RAMONA AVE,,x ,,,,
10/19/18,2909,WOODROW DR,,x,,,,
10/19/18,2927,DENSON AVE,,x ,,,,
10/19/18,3016,OAKLEIGH TOWNSHIP DR,x ,,,couch,,
10/19/18,3104,N BROADWAY,x ,,,,,
10/19/18,3115,BORIGHT DR,x ,,,,,
10/19/18,3200,CHESTNUT VIEW DR,,x,,,,
10/19/18,3219,JOYCE AVE ,,x,,,,
10/19/18,3306,GILBERT LN,x ,,,boxes ,,
10/19/18,3336,BELLEVUE ST,,x ,,,,
10/19/18,3415,N BROADWAY,x,,,,,
10/19/18,3505,GARDEN DR,,x,,,,
10/19/18,3605,CHERRYLOG RD,,x,,,,
10/19/18,3703,SISK RD,,x,,,,
10/19/18,3803,WILANI RD,x,,,,,
10/19/18,3835,SEQUOYAH AVE,,x,,,,
10/19/18,3919,OAKLAND DR,,x ,,,,
10/19/18,4009,STANLEY AVE,,x,,,,
10/19/18,4100,OAKSTONE LN,,,x ,,,
10/19/18,4125,FULTON DR,,,x,every week ,,
10/19/18,4208,LONAS DR,,x,,,,
10/19/18,4229,PLUM FIELD WAY,,x,,,,
10/19/18,4309,CRESTFIELD RD,,x,,,,
10/19/18,4326,S WAHLI DR ,,x,,,,
10/19/18,4409,PLUMMER RD,,x,,,,
10/19/18,4450,HOLIDAY BLVD,,x,,,,
10/19/18,4531,OLD BROADWAY,,x,,,,
10/19/18,4614,CHAMBLISS AVE,,x,,,,
10/19/18,4710,BALL CAMP PIKE,,x,,,,
10/19/18,4804,WESTERN AVE,,x,,,,
10/19/18,4904,WHITE PETAL WAY,x,,,personal can,,
10/19/18,4938,KINGMAN DR,,x,,,,
10/19/18,5020,E INSKIP RD,,x,,,,
10/19/18,5112,KESTERWOOD DR,,x,,,,
10/19/18,5207,ASHEVILLE HWY,,x,,,,
10/19/18,5300,MAYWOOD RD,,x,,,,
10/19/18,5320,FAWNWOOD RD,,x,,,,
10/19/18,5408,HAYNES STERCHI RD,,x,,,,
10/19/18,5443,CREEKHEAD COVE LN,,x,,,,
10/19/18,5511,MELSTONE RD,,x,,,,
10/19/18,5605,LAKE POINT CT,,x,,,,
10/19/18,5630,HOLSTON HILLS RD,,,,COULD NOT GET UP DRIVEWAY,,
10/19/18,5709,OUTER DR,,x,,,,
10/19/18,5752,ACAPULCO AVE,x,,,,,
10/19/18,5824,WILKERSON RD,x,,,move out ,,
10/19/18,5911,CONGRESS LN,,x,,,,
10/19/18,5948,BEARDEN VIEW LN,,x,,,,
10/19/18,6016,RIDGEWOOD RD,,x,,,,
10/19/18,6109,EASTON RD,x,,,,,
10/19/18,6225,FLINT RD,,x,,,,
10/19/18,6501,ORCHARD RD,,x,,,,
10/19/18,6632,COLONIAL FOREST LN,,x,,,,
10/19/18,6818,AVENSONG LN,,x,,,,
10/19/18,7005,NUBBIN RIDGE DR,,x,,,,
10/19/18,7108,DELBOURNE DR,,x,,,,
10/19/18,7213,WELLSWOOD LN,,x,,,,
10/19/18,7326,KENNON PARK LN,,x,,,,
10/19/18,7510,JANA LN,,x,,,,
10/19/18,7701,RED BAY WAY,x,,,,,
10/19/18,7900,CHESTERFIELD DR ,,X,,,,
10/19/18,8012,BENNINGTON DR,,x,,,,
10/19/18,8213,CORTELAND DR,,x,,,,
10/19/18,131 - 1,E GLENWOOD AVE,,x,,,,
10/20/18,110,BUSBEE RD ,,x,,,,
10/20/18,122,S KYLE ST,,x,,,,
10/20/18,200,BRECHIN LN,,X,,,,
10/20/18,206,GLENHAVEN RD,x,,,,,
10/20/18,214,ECHODALE LN,x,,,,,
10/20/18,224,LYNNVIEW DR,,x,,,,
10/20/18,254,CEDAR AVE,x,,,,,
10/20/18,307,CANTERBURY DR,,x,,,,
10/20/18,315,OGLEWOOD AVE,x,,,,,
10/20/18,337,MCNABB AVE,,x,,,,
10/20/18,407,E EMERALD AVE,,x,,,,
10/20/18,418,SCENIC DR ,,x,,,,
10/20/18,438,BLACK OAK DR,,x,,,,
10/20/18,505,BARCLAY DR,,x,,,,
10/20/18,516,KENDALL RD,x,,,,,
10/20/18,569,CHEROKEE BLVD,,x,,paint in the can,,
10/20/18,612,E DEPOT AVE,,x,,,,
10/20/18,661,KENESAW AVE,,X,,,,
10/20/18,710,ATLANTIC AVE,,,,,,
10/20/18,721,GARDEN VILLA WAY ,,x,,,,
10/20/18,774,STERCHI PARK WAY,,x,,,,
10/20/18,809,FAIRFIELD RD,,,,,,
10/20/18,828,BENNETT PL,,x,,,,
10/20/18,908,KINGSFORD WAY,,x,,,,
10/20/18,925,ELEANOR ST,,x,,,,
10/20/18,1000,DINWIDDIE ST,x,,,,,
10/20/18,1013,DRIVE E,x,,,,,
10/20/18,1031,FARRAGUT AVE,,x,,blocks toter with car,,
10/20/18,1105,HIGHLAND DR,,,,,,
10/20/18,1118,NOKOMIS RD,x,,,,,
10/20/18,1137,BURTON RD,,x,,,,
10/20/18,1210,LUTTRELL ST,x,,,,,
10/20/18,1231,CALLAWAY ST,,x,,,,
10/20/18,1308,HIGHLAND DR,,x,,,,
10/20/18,1321,GATEWOOD LN,x,,,extra toter ,,
10/20/18,1405,WHITOWER DR,,x,,,,
10/20/18,1421,HARMONY RD,,x ,,,,
10/20/18,1506,BRANSON AVE,,x,,,,
10/20/18,1529,DOWNTOWN WEST BLVD,,x,,,,
10/20/18,1609,JEFFERSON AVE,,x,,,,
10/20/18,1626,FAIR DR,,,,has 3 city toters ,,
10/20/18,1706,CHICAGO AVE,,x ,,,,
10/20/18,1718,COVE OAK LN,x ,,,,,
10/20/18,1749,CONNECTICUT AVE,,x,,,,
10/20/18,1819,LAURANS AVE,,x,,,,
10/20/18,1907,ALBERT AVE,,x ,,,,
10/20/18,1923,MCCROSKEY AVE,,x ,,,,
10/20/18,2000,FAIRMONT BLVD,x,,,move in boxes and trash on ground ,,
10/20/18,2016,FOREST AVE,,x,,,,
10/20/18,2052,COUNTRYHILL LN,x ,,,trash on ground wood ,,
10/20/18,2111,MCCROSKEY AVE,,x ,,,,
10/20/18,2136,HILLSBORO HTS,,,x,,,
10/20/18,2210,MADISON RD,,X,,,,
10/20/18,2230,FAIR DR,,X,,,,
10/20/18,2305,CROYDON RD,,x ,,,,
10/20/18,2318,CECIL AVE,,x,,,,
10/20/18,2344,ALICE BELL RD,x,,,,,
10/20/18,2417,E 5TH AVE,,x ,,,,
10/20/18,2443,AMBER ST,,x,,,,
10/20/18,2513,WILSON AVE,x,,,,,
10/20/18,2550,BROOKS AVE,,,,2 city can ,,
10/20/18,2619,CARSON AVE,x ,,,,,
10/20/18,2708,GASTON AVE,x ,,,,,
10/20/18,2801,COPELAND ST,,x ,,,,
10/20/18,2826,VALLEY VIEW DR,x ,,,bags ,,
10/20/18,2909,ALICE BELL RD,,x,,,,
10/20/18,2927,BROWNING AVE,,x ,,,,
10/20/18,3016,SHELBOURNE RD,x ,,,,,
10/20/18,3104,N BROADWAY,,x ,,,,
10/20/18,3115,CHERRYWOOD RD,x ,,,,,
10/20/18,3200,CINDY LN,x ,,,,,
10/20/18,3219,KENILWORTH LN,,x,,,,
10/20/18,3306,GILLENWATER DR,,x,,,,
10/20/18,3336,COFFMAN DR,,x ,,,,
10/20/18,3416,BELLEVIEW RD,x,,,,,
10/20/18,3505,KESTERWOOD DR,,x,,,,
10/20/18,3605,CLOISTER WAY,,,,construction material,,
10/20/18,3703,VALLEY VIEW DR,,x,,,,
10/20/18,3803,GARDEN DR,,x ,,,,
10/20/18,3835,SULLIVAN RD,,x,,,,
10/20/18,3919,PORTER AVE,,,x ,,,
10/20/18,4009,SULLIVAN RD,,,x,blocked by mailbox ,,
10/20/18,4101,ALMA AVE,,x,,,,
10/20/18,4126,BUFFAT MILL RD,,,x,every week ,,
10/20/18,4208,MACBETH WAY,,x,,,,
10/20/18,4229,VALENCIA RD,,x,,,,
10/20/18,4309,CRUZE RD,x ,,,recycle toter filled with brush,,
10/20/18,4326,MACBETH WAY,,x,,,,
10/20/18,4409,PLYMOUTH DR,,x,,,,
10/20/18,4450,SAINT LUCIA LN,,x,,,,
10/20/18,4531,SHAMUS WAY,,x,,,,
10/20/18,4614,FLORENCE RD,,x,,,,
10/20/18,4710,E LINCOLN CIR,,x,,,,
10/20/18,4804,WESTOVER TER,,x,,,,
10/20/18,4904,WILKSHIRE DR,x,,,glass table ,,
10/20/18,4938,MARTIN MILL PIKE,,x,,,,
10/20/18,5020,JACKSBORO PIKE,,x,,,,
10/20/18,5112,MOUNTAINCREST DR,,x,,,,
10/20/18,5207,AUBREY LN,,x,,,,
10/20/18,5300,MCNUTT RD,,x,,,,
10/20/18,5321,CEDAR HEIGHTS RD,,x,,,,
10/20/18,5408,HOLSTON DR,,x,,,,
10/20/18,5443,LANCE DR ,,x,,,,
10/20/18,5512,BRIERCLIFF RD,,x,,,,
10/20/18,5605,LAKE SHORE DR,,x,,,,
10/20/18,5630,HOLSTON HILLS RD,,,,COULD NOT GET UP DRIVEWAY,,
10/20/18,5709,PINELLAS DR,,x,,,,
10/20/18,5752,BALL CAMP PIKE,,x,,,,
10/20/18,5824,ELDRIDGE RD,x,,,,,
10/20/18,5911,HOLSTON VIEW LN,,x,,,,
10/20/18,5948,ARUBA LN,,x,,,,
10/20/18,6016,VILLA RD,,x,,,,
10/20/18,6109,HIGH DR,x,,,,,
10/20/18,6225,GROVE DR,,x,,,,
10/20/18,6501,RIDGE RUN DR,,x,,,,
10/20/18,6632,TROUSDALE RD,,x,,,,
10/20/18,6818,CRYSTAL VIEW WAY,,x,,,,
10/20/18,7005,OLD KENT DR,,x,,,,
10/20/18,7108,DOWNING DR,,x,,,,
10/20/18,7214,COLERIDGE DR,,x,,,,
10/20/18,7327,LAWFORD RD,,x,,,,
10/20/18,7510,LUSCOMBE DR,,x,,,,
10/20/18,7701,WILMINGTON DR,x,,,,,
10/20/18,7900,HAYDEN DR,,X,,,,
10/20/18,8012,CHESTERFIELD DR,,x,,,,
10/20/18,8213,GLENROTHES BLVD,,x,,,,
10/20/18,131 - 2,E GLENWOOD AVE,,,,move out,,
10/21/18,110,HAYWOOD AVE,,x,,,,
10/21/18,122,TEMPLETON RD,,x,,,,
10/21/18,200,CEDAR AVE,,X,,,,
10/21/18,206,HARTFORD RD,x,,,,,
10/21/18,214,GAYVIEW DR 37920,,x,,,,
10/21/18,224,NORTH,,x,,several offenders in the alley ways,,
10/21/18,254,E OKLAHOMA AVE,,x,,,,
10/21/18,307,CENTEROAK DR,x,,,,,
10/21/18,315 1/2,ATLANTIC AVE,,x,,,,
10/21/18,338,DAHLIA DR,x,,,,,
10/21/18,407,E MORELIA AVE,,x,,,,
10/21/18,418,SNOWMASS DR,,x,,,,
10/21/18,438,CEDAR AVE,,x,,,,
10/21/18,505,BARDON RD,,x,,,,
10/21/18,516,LOVENIA AVE,x,,,,,
10/21/18,570,ARROWHEAD TRL,,x,,,,
10/21/18,612,FOREST VIEW RD,,x,,,,
10/21/18,661,KENESAW AVE,,X,,,,
10/21/18,710,AVENUE A UNIT 2 ,,X,,,,
10/21/18,721,JONATHAN AVE,,x,,,,
10/21/18,800,BANKS AVE,,x,,,,
10/21/18,809,GLENOAKS DR,,x,,,,
10/21/18,828,DUCHESS WAY,,x,,,,
10/21/18,908,MICRO WAY,,x,,,,
10/21/18,925,FARRAGUT AVE,x,,,,,
10/21/18,1000,ELEANOR ST,,,,,,
10/21/18,1013,FAIR DR,x,,,,,
10/21/18,1031,GRONER DR,,x,,,,
10/21/18,1105,INGLEWOOD DR,x,,,,,
10/21/18,1118,ORCHID DR,x,,,,,
10/21/18,1137,FAIR DR,x,,,,,
10/21/18,1210,MINNESOTA AVE,,x,,,,
10/21/18,1231,GREENS CROSSING RD,,x,,,,
10/21/18,1308,HOLMOUTH LN,,x,,,,
10/21/18,1321,GRENOBLE DR,x,,,,,
10/21/18,1405,AUTUMN LN,,x,,,,
10/21/18,1421,MAPLE DR,,,,paint ,,
10/21/18,1506,FROSTY WAY,x,,,extra can ,,
10/21/18,1529,MCCROSKEY AVE,x ,,,,,
10/21/18,1609,MELODY LN,x ,,,,,
10/21/18,1626,HUTCHINSON AVE,,x ,,,,
10/21/18,1706,DELAWARE AVE,,x,,,,
10/21/18,1718,EDGEWOOD AVE,,,x ,,,
10/21/18,1749,FERD HICKEY RD,,x,,,,
10/21/18,1819,CROCKETT ST,,x ,,,,
10/21/18,1907,AMHERST RD,,x ,,,,
10/21/18,1923,NORTH HILLS BLVD,,x,,,,
10/21/18,2000,FLAGLER RD,x,,,big box ,,
10/21/18,2016,HO-CO-TA-KE LN ,,x ,,,,
10/21/18,2054,BELLE TERRA RD,,x,x,toter not out at curb ,,
10/21/18,2111,MOHAWK AVE,,x ,,,,
10/21/18,2136,NORVELL DR,,,x,,,
10/21/18,2210,MAPLE DR,,X,,,,
10/21/18,2230,LLOYD AVE,,X,,,,
10/21/18,2305,HIGHLAND DR,,,,sofa ,,
10/21/18,2318,CROYDON RD,,,,6 mattress and box springs ,,
10/21/18,2344,BOXWOOD LN,,x,,,,
10/21/18,2417,EDGEWOOD AVE,,x ,,,,
10/21/18,2443,AMBER ST,,x,,,,
10/21/18,2513,CEDAR LN,,x,,,,
10/21/18,2550,JEFFERSON AVE,,x,,,,
10/21/18,2619,CRESTPARK RD,x ,,,big pile ,,
10/21/18,2708,HACKMAN ST,,x,,,,
10/21/18,2801,FORESTDALE AVE,,x ,,,,
10/21/18,2826,VITEX DR,x,,,bags ,,
10/21/18,2909,ARALIA LN,,x,,,,
10/21/18,2927,DEMPSTER ST,,x ,,,,
10/21/18,3016,WALRIDGE RD,,x,,,,
10/21/18,3104,N BROADWAY,,x ,,,,
10/21/18,3115,CLEARVIEW ST,x,,,ex personal can ,,
10/21/18,3200,CLEARVIEW ST,x,,,washer full of water ,,
10/21/18,3219,KINGSMORE DR,x ,,,,,
10/21/18,3306,KNOX LN,,x,,,,
10/21/18,3336,LAKE VIEW DR,x,,,3 personal cans at curb toter at house ,,
10/21/18,3416,BELLGREEN LN,x,,,2 city toters,,
10/21/18,3505,KNOX LN,,x,,,,
10/21/18,3605,E KESTERWOOD DR,,x,,,,
10/21/18,3703,CHERRYLOG RD,,x,,,,
10/21/18,3803,KNOTT AVE,,x,,,,
10/21/18,3835,DEBONAIR DR,,x,,,,
10/21/18,3919,PROBUS RD,,x ,,,,
10/21/18,4009,SUTHERLAND AVE,,x ,,,,
10/21/18,4101,CRESTFIELD RD,,x,,,,
10/21/18,4126,FOREST GLEN DR,,,x,every week ,,
10/21/18,4208,MANSION AVE,x ,,,king mattress and boxsprings ,,
10/21/18,4229,WASHINGTON PIKE,,x,,,,
10/21/18,4309,DEERFIELD RD,,x,,,,
10/21/18,4326,OLLIE DAVIS DR,,x,,,,
10/21/18,4409,SAINT LUCIA LN,,x,,,,
10/21/18,4450 ,WALKER BLVD ,,x,,,,
10/21/18,4531,OLD BROADWAY,,x,,,,
10/21/18,4614,HICKORY VIEW CIR,x,,,,,
10/21/18,4710,ELMVIEW DR,,x,,,,
10/21/18,4804,WILKSHIRE DR,x,,,bags and boxes ,,
10/21/18,4904,WOODGLEN DR,,x,,,,
10/21/18,4938,OAKVIEW RD,,x,,,,
10/21/18,5020,LAUREL WOODS DR,,x,,,,
10/21/18,5112,SPRING VALLEY DR,x,,,move out / overflow ,,
10/21/18,5207,BLUE STAR DR,x,,,ex personal can and dresser ,,
10/21/18,5300,PALMETTO RD,,x,,,,
10/21/18,5321,FAWNWOOD RD,,x,,,,
10/21/18,5408,LANCE DR,x,,,,,
10/21/18,5444,LANCE DR,,x,,,,
10/21/18,5512,CEDAR HEIGHTS RD,,x,,,,
10/21/18,5605,LAWRENCE RD,,x,,,,
10/21/18,5631,CROOKED PINE LN,,X,,,,
10/21/18,5709,SAN CRISTEBAL LN,,x,,,,
10/21/18,5752,GOLDENROD CIR,,x,,,,
10/21/18,5824,LITTLE JOHN LN,,x,,,,
10/21/18,5911,MONTINA RD,,x,,,,
10/21/18,5948,BEARDEN VIEW LN,,x,,,,
10/21/18,6016,WOODBARK TRCE,,x,,,,
10/21/18,6109,JILSON RD,x,,,,,
10/21/18,6225,LILYWOOD LN,,x,,,,
10/21/18,6501,ROCK BRIDGE LN,x,,,,,
10/21/18,6632,COLONIAL FOREST LN,,x,,,,
10/21/18,6818,DORCHESTER DR,,x,,,,
10/21/18,7005,OLD KENT DR,,x,,,,
10/21/18,7108,GAINSBOROUGH DR,,x,,,,
10/21/18,7214,IRON DUKE WAY,,x,,,,
10/21/18,7327,ROTHERWOOD DR,,x,,,,
10/21/18,7510,SHERWOOD DR,,x,,,,
10/21/18,7701,BENNINGTON DR,x,,,,,
10/21/18,7900,LIVINGSTON DR,,X,,,,
10/21/18,8012,ELLISVILLE LN,,x,,,,
10/21/18,8213,SHERBOURNE DR,,x,,,,
10/21/18,131 - 2,E GLENWOOD AVE,,x,,,,
10/22/18,110,HAYWOOD AVE ,,x,,,,
10/22/18,122,W MOODY AVE,,x,,,,
10/22/18,200,COLONIAL DR,,X,,,,
10/22/18,206,HERMITAGE DR,x,,,,,
10/22/18,214,GILBERT LN,x,,,,,
10/22/18,224,OGLEWOOD AVE,,x,,,,
10/22/18,255,ATLANTIC AVE,,x,,,,
10/22/18,307,CHICKAMAUGA AVE,,x,,,,
10/22/18,315 1/2,ATLANTIC AVE,x,,,,,
10/22/18,338,E MOODY AVE,,x,,,,
10/22/18,407,E QUINCY AVE,,x,,,,
10/22/18,418,TALIWA DR,,x,,,,
10/22/18,438,CIRCLE HILL DR,,x,,,,
10/22/18,505,BOSWORTH RD,,x,,,,
10/22/18,516,MELLEN AVE,x,,,,,
10/22/18,570,ARROWHEAD TRL,x,,,not at the curb,,
10/22/18,612,HEMLOCK RD,,x,,,,
10/22/18,667,KENESAW AVE,,X,,,,
10/22/18,710,BLACK OAK DR,,X,,,,
10/22/18,721,KEMPTON RD,,x,,,,
10/22/18,800,BARCLAY DR,,x,,,,
10/22/18,809,GRESHAM RD,,x,,,,
10/22/18,828,HEINS CT,,x,,,,
10/22/18,908,PHILLIPS AVE,,x,,,,
10/22/18,925,FRANCIS CIR,,x,,,,
10/22/18,1000,FLANDERS LN,x,,,,,
10/22/18,1013,HAYSLOPE DR,,,,,,
10/22/18,1031,LUTTRELL ST,x,,,,,
10/22/18,1105,NOKOMIS RD,x,,,,,
10/22/18,1118,RALEIGH AVE,,x,,,,
10/22/18,1137,HIAWASSEE AVE,,x,,,,
10/22/18,1211,BRITTON DR,,x,,,,
10/22/18,1231,GREENS CROSSING RD ,x,,,,,
10/22/18,1308,KNOLLWOOD CIR,,x,,,,
10/22/18,1321,IROQUOIS ST,x,,,,,
10/22/18,1405,COESTA CIR,,x,,,,
10/22/18,1421,MCMILLAN ST,,x ,,,,
10/22/18,1506,HIGHLAND DR,x,,,,,
10/22/18,1529,CHEROKEE BLVD,,,,2 city toters ,,
10/22/18,1609,MOSES AVE,x ,,,,,
10/22/18,1626,KENRO DR,x ,,,,,
10/22/18,1706,East Glenwood Ave,,x,,,,
10/22/18,1718,EDGEWOOD AVE ,x ,,,,,
10/22/18,1749,PINEY GROVE CHURCH RD,,x,,,,
10/22/18,1819,FAY ST,,x,,,,
10/22/18,1907,BERNHURST DR,,x ,,,,
10/22/18,1924,CONNECTICUT AVE,,x,,,,
10/22/18,2000,FOREST AVE,,,,fridge ,,
10/22/18,2016,HOLLYHOCK LN,x ,,,,,
10/22/18,2054,CHEROKEE BLVD,x ,,,move out extra bags ,,
10/22/18,2111,N PARK BLVD,x ,,,,,
10/22/18,2136,PEWTER DR,,,x,,,
10/22/18,2210,UNITY DR,,,,,,
10/22/18,2230,MAPLEWOOD DR,x,,,extra personal toter ,,
10/22/18,2305,JOHNSTON ST,,x ,,,,
10/22/18,2318,DILLON ST,,x,,,,
10/22/18,2344,LINDEN AVE,,x ,,,,
10/22/18,2417,KEITH AVE,,x ,,,,
10/22/18,2443,BRIERBROOK LN,,x ,,,,
10/22/18,2513,CEDAR LN,,x ,,,,
10/22/18,2550,BROOKS AVE,,x,,,,
10/22/18,2619,FENWOOD DR,x ,,,big pile ,,
10/22/18,2708,HOLBROOK DR,,x,,,,
10/22/18,2801,GARDENIA DR,,x,,,,
10/22/18,2826,ARBOR PL,x ,,,,,
10/22/18,2909,ARBOR PL,,x,,,,
10/22/18,2927,DENSON AVE,,x ,,,,
10/22/18,3016,WENWOOD DR,,x ,,,,
10/22/18,3104,N BROADWAY,,x,,,,
10/22/18,3115,CULPEPPER RD,,x ,,,,
10/22/18,3200,CROSS VALLEY RD,,x ,,,,
10/22/18,3219,LAY AVE,x ,,,,,
10/22/18,3306,ORLANDO ST,,x ,,,,
10/22/18,3337,ORLANDO ST,x,,,,,
10/22/18,3416,COMPTON ST,,x,,,,
10/22/18,3505,LANSING AVE,,x,,,,
10/22/18,3605,FLOWERING VINE WAY,,,,bad toter,,
10/22/18,3703,DECATUR DR,,x,,,,
10/22/18,3804,ESSARY DR,,x ,,,,
10/22/18,3835,IVY AVE,,x,,,,
10/22/18,3919,SELMA AVE,x,,,ex trash ,,
10/22/18,4009,TAZEWELL PIKE,,x ,,,,
10/22/18,4101,DEER CREEK DR,,x ,,,,
10/22/18,4126,BUFFAT MILL RD,,,x,every week ,,
10/22/18,4208,MCCAMPBELL LN,,x ,,,,
10/22/18,4229,WHITLOW AVE,x,,,ex bags,,
10/22/18,4309,DRIFTING DR,,x,,,,
10/22/18,4327,IMMANUEL ST,,x ,,,,
10/22/18,4409,SILVERHILL DR,x,,,mattress,,
10/22/18,4450,GALBRAITH SCHOOL RD,,x,,,,
10/22/18,4532,NORTH WAHLI DR,,x,,,,
10/22/18,4615,COSTER RD,,x,,,,
10/22/18,4710,SMITHWOOD RD,,x,,,,
10/22/18,4804,WOODFERN RD,x,,,bags and boxes ,,
10/22/18,4904,AZALEA DR,,x,,,,
10/22/18,4938,CABIN RD,,x,,,,
10/22/18,5020,SKYVIEW DR,,x,,,,
10/22/18,5112 ,UMCBERLAND WOOD DR ,,x ,,,,
10/22/18,5207,HOLSTON DR ,x,,,ex bags ,,
10/22/18,5300,PINNACLE DR,x,,,,,
10/22/18,5321,LAVESTA DR,,x,,,,
10/22/18,5408,MEADOWCREST WAY,x,,,,,
10/22/18,5444,SMOKY TRL,,x,,,,
10/22/18,5512,CRESTWOOD DR,,x,,,,
10/22/18,5605,LON ROBERTS DR,,x,,,,
10/22/18,5631,NICKLE RD,,X,,,,
10/22/18,5709,SANDRA AVE,,x,,,,
10/22/18,5757,ACAPULCO AVE,,x, ,,,
10/22/18,5825,ELDRIDGE RD,,x,,,,
10/22/18,5911,SHELLEY DR,,,,bulky couch,,
10/22/18,5950,KATRINA LN,,x,,,,
10/22/18,6016,COUGAR DR,,x,,,,
10/22/18,6109,KAYWOOD RD,,x,,,,
10/22/18,6226,ELLESMERE DR,x,,,personal can and extra bags,,
10/22/18,6501,S NORTHSHORE DR,,x,,,,
10/22/18,6633,KECK RD,,x,,,,
10/22/18,6818,DRYBROOK LN,,x,,,,
10/22/18,7006,BRICKTON WAY,,x,,,,
10/22/18,7108,HICKORY HILLS DR,,x,,,,
10/22/18,7214,MCPEAKE LN,x,,,,,
10/22/18,7327,WHEATFIELD PL,,x,,,,
10/22/18,7510,CHATHAM CIR,,x,,,,
10/22/18,7701,MILLS WAY,,x,,,,
10/22/18,7900,LUXMORE DR,,X,,,,
10/22/18,8012,HAYDEN DR,,x,,,,
10/22/18,8213,CORTELAND DR,,x,,,,
10/22/18,1310 #2,FOREST AVE,,x,,,,
10/23/18,110,HERRON DR,,x,,,,
10/23/18,122,WEST GLENWOOD AVE,,x,,,,
10/23/18,200,CRAWFORD RD,,X,,,,
10/23/18,206,KIRKWALL LN,x,,,,,
10/23/18,214,GREENWOOD AVE,,x,,,,
10/23/18,225,BRANCROFF CIR,,x,,,,
10/23/18,255,ATLANTIC AVE,,x,,,,
10/23/18,307,COLONIAL DR,,x,,,,
10/23/18,316,BARRAR AVE,,,,,,
10/23/18,338,OGLEWOOD AVE,,x,,,,
10/23/18,407,HAMILTON RD,x,,,,,
10/23/18,418,WESTBRIDGE DR,,x,,,,
10/23/18,438,HIGHLAND HILLS RD,,x,,,,
10/23/18,505,BROADVIEW DR,,x,,not at the curb,,
10/23/18,516,MELLEN AVE,x,,,,,
10/23/18,571,GLEN IVES WAY,,x,,,,
10/23/18,612,LECONTE DR,,x,,,,
10/23/18,667,KENESAW AVE,,X,,,,
10/23/18,710,CENTEROAK DR ,,X,,,,
10/23/18,721,LUTTRELL ST,,x,,,,
10/23/18,800,BENNETT PL,,x,,,,
10/23/18,809,HIGHLAND DR,,x,,,,
10/23/18,829,FARRAGUT AVE,,x,,,,
10/23/18,908,REDSAILE RD,,x,,,,
10/23/18,925,HAYSLOPE DR,,x,,,,
10/23/18,1000,FREEMASON ST,,x,,,,
10/23/18,1013,HENRIETTA DR,x,,,,,
10/23/18,1032,ASHWOOD PL,x,,,,,
10/23/18,1105,OAKLETT DR,x,,,,,
10/23/18,1118,S CHILHOWEE DR,x,,,,,
10/23/18,1137,OVERTON PL,,x,,,,
10/23/18,1211,CALLAWAY ST,,x,,,,
10/23/18,1231,LUTTRELL ST,,x,,,,
10/23/18,1308,LEGACY COVE WAY,,x,,,,
10/23/18,1321,N FOURTH AVE,x,,,,,
10/23/18,1405,FRANCIS STATION DR,,x,,,,
10/23/18,1421,MYART LN,x ,,,,,
10/23/18,1506,HUTCHINSON AVE,,x,,,,
10/23/18,1529,CHICAGO AVE,,x,,,,
10/23/18,1609,PARIS RD,x ,,,,,
10/23/18,1626,LUCK AVE,,x ,,,,
10/23/18,1706,FAIRMONT BLVD,,x,,,,
10/23/18,1718,FRANK WATTS RD,x ,,,,,
10/23/18,1749,CONNECTICUT AVE,,x,,,,
10/23/18,1819,FRANCIS RD ,,x,,,,
10/23/18,1907,BROWN AVE,,x ,,,,
10/23/18,1924,FAIRWOOD AVE,x ,,,extra toter ,,
10/23/18,2000,HOCOTAKE LN,,,,couch ,,
10/23/18,2016,HYDE PARK LN,,,,bulky playset ,,
