DATE,HOUSE #,STREET,ADDRESS,CITY,STATE,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
12/5/2018,4209,TOMLINSON ST,4209 TOMLINSON ST,Knoxville,TN,x ,,,ex personal toter ,,
12/5/2018,4243,SAINT LUCIA LN,4243 SAINT LUCIA LN,Knoxville,TN,,x,,,,
12/5/2018,4309,MYRTLEWOOD DR,4309 MYRTLEWOOD DR,Knoxville,TN,,x,,,,
12/5/2018,4333,LONAS DR,4333 LONAS DR,Knoxville,TN,,x,,,,
12/5/2018,4412,BROADMEADOW WAY,4412 BROADMEADOW WAY,Knoxville,TN,,x,,,,
12/5/2018,4501,ROBINDALE RD,4501 ROBINDALE RD,Knoxville,TN,,x,,,,
12/5/2018,4558,HOLSTON DR,4558 HOLSTON DR,Knoxville,TN,,x,,,,
12/5/2018,4619,CHAMBLISS AVE,4619 CHAMBLISS AVE,Knoxville,TN,,x,,,,
12/5/2018,4714,SEVIERVILLE PIKE,4714 SEVIERVILLE PIKE,Knoxville,TN,,x,,,,
12/5/2018,4807,MAPLE RD,4807 MAPLE RD,Knoxville,TN,,x,,,,
12/5/2018,4906,SKYLINE DR,4906 SKYLINE DR,Knoxville,TN,,x,,personal can only ,,
12/5/2018,5000,ASHEVILLE HWY ,5000 ASHEVILLE HWY ,Knoxville,TN,,x,,,,
12/5/2018,5024,DOVEWOOD WAY ,5024 DOVEWOOD WAY ,Knoxville,TN,,x,,,,
12/5/2018,5115,MARGUERITE RD,5115 MARGUERITE RD,Knoxville,TN,,x,,,,
12/5/2018,5210,HARRISON FOREST WAY,5210 HARRISON FOREST WAY,Knoxville,TN,,,x,car blocking ,,
12/5/2018,5303,CHAPMAN HWY,5303 CHAPMAN HWY,Knoxville,TN,,x,,,,
12/5/2018,5326,LAVESTA DR,5326 LAVESTA DR,Knoxville,TN,,x,,,,
12/5/2018,5410,BELLWOOD LN,5410 BELLWOOD LN,Knoxville,TN,,x,,,,
12/5/2018,5500,INWOOD RD,5500 INWOOD RD,Knoxville,TN,,x,,,,
12/5/2018,5514,FIFTH ST,5514 FIFTH ST,Knoxville,TN,,x,,,,
12/5/2018,5608,KAREN DR,5608 KAREN DR,Knoxville,TN,,,,low cable -msg sent to comcast,,
12/5/2018,5640,SUMMITRIDGE LN,5640 SUMMITRIDGE LN,Knoxville,TN,,x,,,,
12/5/2018,5711,SANFORD RD,5711 SANFORD RD,Knoxville,TN,,x,,,,
12/5/2018,5801,HOLSTON HILLS RD,5801 HOLSTON HILLS RD,Knoxville,TN,,x,,,,
12/5/2018,5831,METROPOLITAN WAY,5831 METROPOLITAN WAY,Knoxville,TN,,x,,,,
12/5/2018,5913,VAN HORN RD,5913 VAN HORN RD,Knoxville,TN,,x,,,,
12/5/2018,5962,WESTMERE DR,5962 WESTMERE DR,Knoxville,TN,,x,,,,
12/5/2018,6019,OAK RD,6019 OAK RD,Knoxville,TN,,x,,,,
12/5/2018,6113,LILYWOOD LN,6113 LILYWOOD LN,Knoxville,TN,x,,,bags and boxes,,
12/5/2018,6259,VANDEMERE DR,6259 VANDEMERE DR,Knoxville,TN,,x,,,,
12/5/2018,6508,CADBURY DR,6508 CADBURY DR,Knoxville,TN,,x,,,,
12/5/2018,6701,FOREST VILLAGE WAY,6701 FOREST VILLAGE WAY,Knoxville,TN,,x,,,,
12/5/2018,6827,DORCHESTER DR,6827 DORCHESTER DR,Knoxville,TN,x, ,,,,
12/5/2018,7010,NUBBIN RIDGE DR,7010 NUBBIN RIDGE DR,Knoxville,TN,,x,,,,
12/5/2018,7112,SHADYLAND DR,7112 SHADYLAND DR,Knoxville,TN,,x,,,,
12/5/2018,7220,WESTHAMPTON PL,7220 WESTHAMPTON PL,Knoxville,TN,,x,,,,
12/5/2018,7335,MANDERLY WAY,7335 MANDERLY WAY,Knoxville,TN,,x,,,,
12/5/2018,7517,LUSCOMBE DR,7517 LUSCOMBE DR,Knoxville,TN,,x,,,,
12/5/2018,7711,PINNER DR,7711 PINNER DR,Knoxville,TN,,x,,,,
12/5/2018,7909,BENNINGTON DR,7909 BENNINGTON DR,Knoxville,TN,,X,,,,
12/5/2018,8021,HAYDEN DR,8021 HAYDEN DR,Knoxville,TN,,x,,,,
12/5/2018,8236,CORTELAND DR,8236 CORTELAND DR,Knoxville,TN,,,,4-5 stops not out,,
12/5/2018,2009 A,MCCROSKEY AVE,2009 A MCCROSKEY AVE,Knoxville,TN,,x,,,,
12/6/2018,112,EVERGREEN DR,112 EVERGREEN DR,Knoxville,TN,,x,,,,
12/6/2018,124,E SCOTT AVE,124 E SCOTT AVE,Knoxville,TN,,x,,,,
12/6/2018,200,BRECHIN LN,200 BRECHIN LN,Knoxville,TN,,X,,,,
12/6/2018,207,E INSKIP DR,207 E INSKIP DR,Knoxville,TN,x,,,,,
12/6/2018,215,E BAXTER AVE,215 E BAXTER AVE,Knoxville,TN,,x,,,,
12/6/2018,225,MEADOW VIEW RD,225 MEADOW VIEW RD,Knoxville,TN,,x,,,,
12/6/2018,300,TEDLO LN,300 TEDLO LN,Knoxville,TN,,x,,,,
12/6/2018,308,CANTERBURY DR,308 CANTERBURY DR,Knoxville,TN,,x,,,,
12/6/2018,317,AVENUE C,317 AVENUE C,Knoxville,TN,x,,,,,
12/6/2018,344,CHICKAMAUGA AVE,344 CHICKAMAUGA AVE,Knoxville,TN,,x,,,,
12/6/2018,409,CIRCLE HILL DR,409 CIRCLE HILL DR,Knoxville,TN,,x,,,,
12/6/2018,420,ELIZABETH AVE,420 ELIZABETH AVE,Knoxville,TN,,x,,,,
12/6/2018,445,CHICKAMAUGA AVE,445 CHICKAMAUGA AVE,Knoxville,TN,,x,,Blocked by car,,
12/6/2018,506,CHESHIRE DR,506 CHESHIRE DR,Knoxville,TN,,x,,,,
12/6/2018,518,CHIPPEWA CIR,518 CHIPPEWA CIR,Knoxville,TN,x,,,to close to mailbox and turned backwards,,
12/6/2018,600,MIDLAKE DR,600 MIDLAKE DR,Knoxville,TN,,x,,2 toters,,
12/6/2018,614,BUSBEE RD,614 BUSBEE RD,Knoxville,TN,,X,,,,
12/6/2018,700,ELEANOR ST,700 ELEANOR ST,Knoxville,TN,,x,,,,
12/6/2018,711,E EMERALD AVE,711 E EMERALD AVE,Knoxville,TN,,X,,move out,,
12/6/2018,724,E OAK HILL AVE,724 E OAK HILL AVE,Knoxville,TN,,x,,,,
12/6/2018,800,CEDAR LN,800 CEDAR LN,Knoxville,TN,x,,,,,
12/6/2018,811,COLUMBIA AVE,811 COLUMBIA AVE,Knoxville,TN,,x,,,,
12/6/2018,834,N BROADWAY,834 N BROADWAY,Knoxville,TN,,x,,a lot of paint in toter,,
12/6/2018,909,GERTRUDE AVE,909 GERTRUDE AVE,Knoxville,TN,,x,,,,
12/6/2018,927,RADFORD PL,927 RADFORD PL,Knoxville,TN,x,,,,,
12/6/2018,1002,ALTHEA DR,1002 ALTHEA DR,Knoxville,TN,,x,,,,
12/6/2018,1016,CRAIGLAND CT,1016 CRAIGLAND CT,Knoxville,TN,,x,,,,
12/6/2018,1035,SPRING DR,1035 SPRING DR,Knoxville,TN,x,,,,,
12/6/2018,1108,HIAWASSEE AVE,1108 HIAWASSEE AVE,Knoxville,TN,,x,,,,
12/6/2018,1119 1/2,ALEXANDER ST,1119.5 ALEXANDER ST,Knoxville,TN,,x,,,,
12/6/2018,1147,SEVIER AVENUE ,1147 SEVIER AVENUE ,Knoxville,TN,x,,,,,
12/6/2018,1212,PINEOLA LN,1212 PINEOLA LN,Knoxville,TN,,x,,,,
12/6/2018,1238,E MOODY AVE,1238 E MOODY AVE,Knoxville,TN,,x,,,,
12/6/2018,1309,N BRISCOE CIR,1309 N BRISCOE CIR,Knoxville,TN,x,,,,,
12/6/2018,1324,GRAINGER AVE,1324 GRAINGER AVE,Knoxville,TN,,,,,,
12/6/2018,1408,GRAINGER AVE,1408 GRAINGER AVE,Knoxville,TN,,x,,,,
12/6/2018,1425,CHEROKEE BLVD,1425 CHEROKEE BLVD,Knoxville,TN,x,,,,,
12/6/2018,1509,CHICAGO AVE,1509 CHICAGO AVE,Knoxville,TN,x,,,,,
12/6/2018,1534,CLAIBORNE PL,1534 CLAIBORNE PL,Knoxville,TN,x ,,,,,
12/6/2018,1611,FAIR DR,1611 FAIR DR,Knoxville,TN,,x,,,,
12/6/2018,1631,NORTH HILLS BLVD,1631 NORTH HILLS BLVD,Knoxville,TN,,x ,,,,
12/6/2018,1708,CHARLES DR,1708 CHARLES DR,Knoxville,TN,,x,,,,
12/6/2018,1720,DONINGHAM DR,1720 DONINGHAM DR,Knoxville,TN,x ,,,,,
12/6/2018,1801,AMHERST RD,1801 AMHERST RD,Knoxville,TN,,x,,,,
12/6/2018,1825,SILVER CLOUD LN,1825 SILVER CLOUD LN,Knoxville,TN,,x,,,,
12/6/2018,1909,MAPLE DR,1909 MAPLE DR,Knoxville,TN,,x,,,,
12/6/2018,1927,WHITMAN DR,1927 WHITMAN DR,Knoxville,TN,x ,,,,,
12/6/2018,2003,WASHINGTON AVE,2003 WASHINGTON AVE,Knoxville,TN,,x,,,,
12/6/2018,2018,LAWSON AVE,2018 LAWSON AVE,Knoxville,TN,,,,,,
12/6/2018,2100,FENWOOD DR,2100 FENWOOD DR,Knoxville,TN,x,,,trash in ditch line ,,
12/6/2018,2114,BELVOIR AVE,2114 BELVOIR AVE,Knoxville,TN,x,,,,,
12/6/2018,2143,HILLSBORO HTS,2143 HILLSBORO HTS,Knoxville,TN,x ,,,,,
12/6/2018,2212,SOUTHSIDE DR,2212 SOUTHSIDE DR,Knoxville,TN,x ,,,limit on bulky ,,
12/6/2018,2234,ESTELLE CIR,2234 ESTELLE CIR,Knoxville,TN,,x ,,,,
12/6/2018,2306,SUNNYWOOD LN,2306 SUNNYWOOD LN,Knoxville,TN,,,,mattress ,,
12/6/2018,104,HEATHER LN,104 HEATHER LN,Knoxville,TN,,x,,,,
12/6/2018,2371,SUNNYWOOD LN,2371 SUNNYWOOD LN,Knoxville,TN,,x ,,,,
12/6/2018,2419,FENWOOD DR,2419 FENWOOD DR,Knoxville,TN,,x,,,,
12/6/2018,2453,GLEN MEADOW RD,2453 GLEN MEADOW RD,Knoxville,TN,,x,,,,
12/6/2018,2515,WOODROW DR,2515 WOODROW DR,Knoxville,TN,,x,,,,
12/6/2018,2561,MOSS CREEK RD,2561 MOSS CREEK RD,Knoxville,TN,x ,,,,,
12/6/2018,2623,FENWOOD DR,2623 FENWOOD DR,Knoxville,TN,x ,,,,,
12/6/2018,2711,HOLBROOK DR,2711 HOLBROOK DR,Knoxville,TN,,x,,,,
12/6/2018,2805,KENILWORTH LN,2805 KENILWORTH LN,Knoxville,TN,,x,,,,
12/6/2018,2832,GARDENIA DR,2832 GARDENIA DR,Knoxville,TN,,x,,,,
12/6/2018,2911,CLEARVIEW ST,2911 CLEARVIEW ST,Knoxville,TN,,,,needs new toter ,,
12/6/2018,2933,TECOMA DR,2933 TECOMA DR,Knoxville,TN,,x,,,,
12/6/2018,3020,BORIGHT DR,3020 BORIGHT DR,Knoxville,TN,x ,,,,,
12/6/2018,3105,DOE WOOD LN,3105 DOE WOOD LN,Knoxville,TN,,x ,,,,
12/6/2018,3117,ALICE BELL RD ,3117 ALICE BELL RD ,Knoxville,TN,,x ,,,,
12/6/2018,3201,WALNOAKS RD,3201 WALNOAKS RD,Knoxville,TN,x ,,,bags and boxes ,,
12/6/2018,3221,LUWANA RD,3221 LUWANA RD,Knoxville,TN,,,x,too close to mailbox,,
12/6/2018,3309,GARDEN VILLA DR,3309 GARDEN VILLA DR,Knoxville,TN,x ,,,,,
12/6/2018,3345,KENILWORTH LN,3345 KENILWORTH LN,Knoxville,TN,x,,,2 ex bags ,,
12/6/2018,3417,KENILWORTH LN,3417 KENILWORTH LN,Knoxville,TN,,x,,,,
12/6/2018,3508,JUNE ST,3508 JUNE ST,Knoxville,TN,x,,,10-15 extra bags of trash,,
12/6/2018,3608,LUWANA RD,3608 LUWANA RD,Knoxville,TN,,x,,,,
12/6/2018,3708,FROSTWOOD RD,3708 FROSTWOOD RD,Knoxville,TN,,x,,,,
12/6/2018,3806,KNOX LN,3806 KNOX LN,Knoxville,TN,x ,,,,,
12/6/2018,3844,DELLWOOD DR,3844 DELLWOOD DR,Knoxville,TN,x,,,,,
12/6/2018,3923,KENILWORTH LN,3923 KENILWORTH LN,Knoxville,TN,,x ,,,,
12/6/2018,4013,AUDUBON DR,4013 AUDUBON DR,Knoxville,TN,,x,,,,
12/6/2018,4104,MASCARENE RD,4104 MASCARENE RD,Knoxville,TN,,x ,,,,
12/6/2018,4132,SAM COOPER LN,4132 SAM COOPER LN,Knoxville,TN,,x,,,,
12/6/2018,4209,WALPINE LN,4209 WALPINE LN,Knoxville,TN,,x,,,,
12/6/2018,4243,HOLLOWAY DR,4243 HOLLOWAY DR,Knoxville,TN,x,,,couch,,
12/6/2018,4309,NETTLETON DR,4309 NETTLETON DR,Knoxville,TN,,x,,,,
12/6/2018,4333,W SCARLETT LN,4333 W SCARLETT LN,Knoxville,TN,,x,,,,
12/6/2018,4412,BRUHIN RD,4412 BRUHIN RD,Knoxville,TN,,x,,,,
12/6/2018,4501,SCARLETT CT,4501 SCARLETT CT,Knoxville,TN,,x ,,,,
12/6/2018,4562,TWIN PINES DR,4562 TWIN PINES DR,Knoxville,TN,,x,,,,
12/6/2018,4619,MOCKINGBIRD DR,4619 MOCKINGBIRD DR,Knoxville,TN,,x,,,,
12/6/2018,4714,SPRINGBROOK RD,4714 SPRINGBROOK RD,Knoxville,TN,,x,,,,
12/6/2018,4807,NEWCOM AVE,4807 NEWCOM AVE,Knoxville,TN,,x,,,,
12/6/2018,4906,TRACE MANOR LN,4906 TRACE MANOR LN,Knoxville,TN,x,,,got limit on bulky ,,
12/6/2018,5000,CENTRAL AVENUE PIKE,5000 CENTRAL AVENUE PIKE,Knoxville,TN,x,,,,,
12/6/2018,5024,FOWLER LN,5024 FOWLER LN,Knoxville,TN,x,,,,,
12/6/2018,5115,NORTHSIDE DR,5115 NORTHSIDE DR,Knoxville,TN,,x,,,,
12/6/2018,5210,INSKIP RD,5210 INSKIP RD,Knoxville,TN,x,,,move out ,,
12/6/2018,5303,E SUNSET RD,5303 E SUNSET RD,Knoxville,TN,,x ,,,,
12/6/2018,5326,LYONS VIEW PK,5326 LYONS VIEW PK,Knoxville,TN,x,,,,,
12/6/2018,5410,E SUNSET RD,5410 E SUNSET RD,Knoxville,TN,,x,,,,
12/6/2018,5500,MAGAZINE RD,5500 MAGAZINE RD,Knoxville,TN,,,x,,,
12/6/2018,5514,MATLOCK DR,5514 MATLOCK DR,Knoxville,TN,,x,,,,
12/6/2018,5608,LAKE SHORE DR,5608 LAKE SHORE DR,Knoxville,TN,,x,,,,
12/6/2018,5640,CROOKED PINE LN,5640 CROOKED PINE LN,Knoxville,TN,,x,,,,
12/6/2018,5711,SCENIC RIDGE RD,5711 SCENIC RIDGE RD,Knoxville,TN,x, ,,"building material, toilet at curb",,
12/6/2018,5801,N WIL-LOYD RD,5801 N WIL-LOYD RD,Knoxville,TN,,x,,,,
12/6/2018,5831,PEPPERHILL RD,5831 PEPPERHILL RD,Knoxville,TN,x,,,to heavy full of dirt ,,
12/6/2018,5913,WASSMAN RD,5913 WASSMAN RD,Knoxville,TN,,x,,,,
12/6/2018,5962,KATRINA LN,5962 KATRINA LN,Knoxville,TN,,x,,,,
12/6/2018,6020,CRISP LN,6020 CRISP LN,Knoxville,TN,,x,,,,
12/6/2018,6113,ROUND HILL LN,6113 ROUND HILL LN,Knoxville,TN,,x,,,,
12/6/2018,6264,PATEL WAY,6264 PATEL WAY,Knoxville,TN,,x,,,,
12/6/2018,6508,ELLESMERE DR,6508 ELLESMERE DR,Knoxville,TN,,x,,,,
12/6/2018,6701,GLENBROOK DR,6701 GLENBROOK DR,Knoxville,TN,,x,,,,
12/6/2018,6827,PEMMBROOKE SHIRE LN,6827 PEMMBROOKE SHIRE LN,Knoxville,TN,x,,,,,
12/6/2018,7011,LAWFORD RD,7011 LAWFORD RD,Knoxville,TN,,x,,,,
12/6/2018,7112,SHERWOOD DR,7112 SHERWOOD DR,Knoxville,TN,,x,,,,
12/6/2018,7220,WINCHESTER DR,7220 WINCHESTER DR,Knoxville,TN,,x,,,,
12/6/2018,7335,MISTY MEADOW PL,7335 MISTY MEADOW PL,Knoxville,TN,,x,,,,
12/6/2018,7518,BELLINGHAM DR,7518 BELLINGHAM DR,Knoxville,TN,,x,,,,
12/6/2018,7712,BENNINGTON DR,7712 BENNINGTON DR,Knoxville,TN,x,,,,,
12/6/2018,7909,CHESTERFIELD DR,7909 CHESTERFIELD DR,Knoxville,TN,,X,,,,
12/6/2018,8021,BENNINGTON DR,8021 BENNINGTON DR,Knoxville,TN,,x,,,,
12/6/2018,8236,GLENROTHES BLVD,8236 GLENROTHES BLVD,Knoxville,TN,,x,,,,
12/6/2018,2009 C,BELLE TERRA RD,2009 C BELLE TERRA RD,Knoxville,TN,,x,,,,
12/7/2018,112,GOLFCLUB RD,112 GOLFCLUB RD,Knoxville,TN,,x,,,,
12/7/2018,124,E WOODLAND AVE,124 E WOODLAND AVE,Knoxville,TN,,x,,,,
12/7/2018,200,CEDAR AVE,200 CEDAR AVE,Knoxville,TN,,X,,,,
12/7/2018,207,E OAK HILL AVE,207 E OAK HILL AVE,Knoxville,TN,x,,,,,
12/7/2018,215,E CHURCHWELL AVE,215 E CHURCHWELL AVE,Knoxville,TN,,x,,,,
12/7/2018,225,MICHAEL ST,225 MICHAEL ST,Knoxville,TN,x,,,,,
12/7/2018,300,TOBLER LN,300 TOBLER LN,Knoxville,TN,,x,,,,
12/7/2018,308,DANBURY RD,308 DANBURY RD,Knoxville,TN,x,,,,,
12/7/2018,317,BEECHWOOD DR,317 BEECHWOOD DR,Knoxville,TN,,x,,,,
12/7/2018,344,FOREST OAK DR,344 FOREST OAK DR,Knoxville,TN,,x,,,,
12/7/2018,409,DOUBLEHEAD LN,409 DOUBLEHEAD LN,Knoxville,TN,,x,,,,
12/7/2018,420,ELK CAMP LN,420 ELK CAMP LN,Knoxville,TN,,x,,,,
12/7/2018,445,CIRCLE HILL DR,445 CIRCLE HILL DR,Knoxville,TN,,x,,,,
12/7/2018,506,FOREST HEIGHTS RD,506 FOREST HEIGHTS RD,Knoxville,TN,,x,,,,
12/7/2018,518,E EMERALD AVE,518 E EMERALD AVE,Knoxville,TN,x,,,not at the curb,,
12/7/2018,600,NOELTON DR,600 NOELTON DR,Knoxville,TN,x,,,,,
12/7/2018,614,CENTEROAK DR,614 CENTEROAK DR,Knoxville,TN,,X,,TRUCK BLOCKING TOTER,,
12/7/2018,700,FORD VALLEY RD,700 FORD VALLEY RD,Knoxville,TN,,X,,,,
12/7/2018,711,E FORD VALLEY RD,711 E FORD VALLEY RD,Knoxville,TN,X,,,,,
12/7/2018,724,E QUINCY AVE,724 E QUINCY AVE,Knoxville,TN,,x,,,,
12/7/2018,800,DEERY ST,800 DEERY ST,Knoxville,TN,,x,,,,
12/7/2018,811,CRESWELL CT,811 CRESWELL CT,Knoxville,TN,,x,,,,
12/7/2018,835,MINNESOTA AVE,835 MINNESOTA AVE,Knoxville,TN,,x,,,,
12/7/2018,909,GLENOAKS DR,909 GLENOAKS DR,Knoxville,TN,,x,,,,
12/7/2018,927,WEBSTER GROVES LN,927 WEBSTER GROVES LN,Knoxville,TN,,x,,,,
12/7/2018,1002,CHEROKEE BLVD,1002 CHEROKEE BLVD,Knoxville,TN,,x,,blocked,,
12/7/2018,1016,DELAWARE AVE,1016 DELAWARE AVE,Knoxville,TN,,x,,,,
12/7/2018,1035,WEST PARK DR,1035 WEST PARK DR,Knoxville,TN,,x,,,,
12/7/2018,1108,LECONTE RD,1108 LECONTE RD,Knoxville,TN,x,,,,,
12/7/2018,1120,BORDEAUX CIR,1120 BORDEAUX CIR,Knoxville,TN,,,,got limit of bulky,,
12/7/2018,1147,SEVIER AVENUE ,1147 SEVIER AVENUE ,Knoxville,TN,x,,,,,
12/7/2018,1212,PINEY GROVE CHURCH RD,1212 PINEY GROVE CHURCH RD,Knoxville,TN,x,,,,,
12/7/2018,1238,PICKETT AVE,1238 PICKETT AVE,Knoxville,TN,,x,,,,
12/7/2018,1309,PARK GLEN RD,1309 PARK GLEN RD,Knoxville,TN,,x,,,,
12/7/2018,1324,IROQUOIS ST,1324 IROQUOIS ST,Knoxville,TN,,x,,,,
12/7/2018,1408,HARMONY RD,1408 HARMONY RD,Knoxville,TN,,,,reload can ,,
12/7/2018,1425,COESTA CIR,1425 COESTA CIR,Knoxville,TN,,x ,,,,
12/7/2018,1509,FRANCIS RD,1509 FRANCIS RD,Knoxville,TN,x,,,,,
12/7/2018,1534,FAIR DR,1534 FAIR DR,Knoxville,TN,,x ,,,,
12/7/2018,1611,FAIRMONT BLVD,1611 FAIRMONT BLVD,Knoxville,TN,,x,,,,
12/7/2018,1632,FOREST AVE,1632 FOREST AVE,Knoxville,TN,x ,,,,,
12/7/2018,1708,COKER AVE,1708 COKER AVE,Knoxville,TN,,,,couch ,,
12/7/2018,1720,EARL AVE,1720 EARL AVE,Knoxville,TN,x ,,,,,
12/7/2018,1801,BRANNER ST ,1801 BRANNER ST ,Knoxville,TN,,x ,,,,
12/7/2018,1825,TILLERY SQUARE LN,1825 TILLERY SQUARE LN,Knoxville,TN,,x,,,,
12/7/2018,1909,PINEY GROVE CHURCH RD,1909 PINEY GROVE CHURCH RD,Knoxville,TN,,x,,,,
12/7/2018,1927,CECIL JOHNSON RD,1927 CECIL JOHNSON RD,Knoxville,TN,x ,,,extra can ,,
12/7/2018,2003,BEREA AVE,2003 BEREA AVE,Knoxville,TN,x ,,,,,
12/7/2018,2018,MARTHA BERRY DR,2018 MARTHA BERRY DR,Knoxville,TN,,,,washer ,,
12/7/2018,2100,HIGHLAND AVE,2100 HIGHLAND AVE,Knoxville,TN,,,,extra can ,,
12/7/2018,2114,BRADSHAW GARDEN RD,2114 BRADSHAW GARDEN RD,Knoxville,TN,,x ,,,,
12/7/2018,2143,ISLAND HOME AVE,2143 ISLAND HOME AVE,Knoxville,TN,,x ,,,,
12/7/2018,2212,SPENCE PL,2212 SPENCE PL,Knoxville,TN,x ,,,personal can ,,
12/7/2018,2234,HILLSBORO HEIGHTS ,2234 HILLSBORO HEIGHTS ,Knoxville,TN,,x ,,,,
12/7/2018,2306,WASHINGTON AVE,2306 WASHINGTON AVE,Knoxville,TN,,x ,,,,
12/7/2018,104,HERRON DR,104 HERRON DR,Knoxville,TN,,x,,,,
12/7/2018,2372,SUNNYWOOD LN,2372 SUNNYWOOD LN,Knoxville,TN,,x ,,,,
12/7/2018,2419,GLEN MEADOW RD,2419 GLEN MEADOW RD,Knoxville,TN,,x,,,,
12/7/2018,2453,MAPLE CREST LN,2453 MAPLE CREST LN,Knoxville,TN,,x ,,,,
12/7/2018,2515,ABERDEEN LN,2515 ABERDEEN LN,Knoxville,TN,,x,,,,
12/7/2018,2562,GLEN MEADOW RD,2562 GLEN MEADOW RD,Knoxville,TN,x ,,,trash on ground ,,
12/7/2018,2624,BORIGHT DR,2624 BORIGHT DR,Knoxville,TN,,x ,,,,
12/7/2018,2711,MINERAL SPRINGS AVE,2711 MINERAL SPRINGS AVE,Knoxville,TN,,x,,,,
12/7/2018,2805,ONTARIO AVE,2805 ONTARIO AVE,Knoxville,TN,,x,,,,
12/7/2018,2832,GASTON AVE,2832 GASTON AVE,Knoxville,TN,,x,,,,
12/7/2018,2911,CROSS VALLEY RD,2911 CROSS VALLEY RD,Knoxville,TN,x ,,,,,
12/7/2018,2933,BRABSON DR,2933 BRABSON DR,Knoxville,TN,,x,,,,
12/7/2018,3020,FAIRMONT BLVD,3020 FAIRMONT BLVD,Knoxville,TN,,x ,,,,
12/7/2018,3105,E FIFTH AVE,3105 E FIFTH AVE,Knoxville,TN,,x ,,,,
12/7/2018,3117,BAKERTOWN STATION WAY,3117 BAKERTOWN STATION WAY,Knoxville,TN,x ,,,,,
12/7/2018,3201,WIMPOLE AVE,3201 WIMPOLE AVE,Knoxville,TN,,x ,,,,
12/7/2018,3221,WALNOAKS RD,3221 WALNOAKS RD,Knoxville,TN,,x,,,,
12/7/2018,3309,GILLENWATER DR,3309 GILLENWATER DR,Knoxville,TN,x,,,couch ex personal can ,,
12/7/2018,3345,KENILWORTH LN ,3345 KENILWORTH LN ,Knoxville,TN,,x ,,,,
12/7/2018,3417,LAKE VIEW DR,3417 LAKE VIEW DR,Knoxville,TN,x,,,,,
12/7/2018,3508,KNOTT AVE,3508 KNOTT AVE,Knoxville,TN,,x,,,,
12/7/2018,3608,MCDONALD DR,3608 MCDONALD DR,Knoxville,TN,,x,,,,
12/7/2018,3708,KENILWORTH LN,3708 KENILWORTH LN,Knoxville,TN,,x ,,,,
12/7/2018,3807,FAIRMONT BLVD,3807 FAIRMONT BLVD,Knoxville,TN,,,x,,,
12/7/2018,3844,GLENFIELD DR,3844 GLENFIELD DR,Knoxville,TN,,x,,,,
12/7/2018,3923,LILAC AVE,3923 LILAC AVE,Knoxville,TN,,x ,,,,
12/7/2018,4013,DEERFIELD RD,4013 DEERFIELD RD,Knoxville,TN,,x ,,,,
12/7/2018,4104,MYRTLEWOOD DR,4104 MYRTLEWOOD DR,Knoxville,TN,,,,new wheels and axle ,,
12/7/2018,4132,ABERCORN RD,4132 ABERCORN RD,Knoxville,TN,,x,,,,
12/7/2018,4209,WALROCK LN,4209 WALROCK LN,Knoxville,TN,x ,,,,,
12/7/2018,4244,HOLLOWAY DR,4244 HOLLOWAY DR,Knoxville,TN,x ,,,mattress ,,
12/7/2018,4310,BARBARA DR,4310 BARBARA DR,Knoxville,TN,,x,,,,
12/7/2018,4333,CRESTFIELD RD,4333 CRESTFIELD RD,Knoxville,TN,x,,,ex bags and wood ,,
12/7/2018,4412,CROSBY DR,4412 CROSBY DR,Knoxville,TN,,x,,,,
12/7/2018,4501,SCHUBERT RD,4501 SCHUBERT RD,Knoxville,TN,x,,,bags,,
12/7/2018,4563,TWIN PINES DR,4563 TWIN PINES DR,Knoxville,TN,,x,,,,
12/7/2018,4619,TANGLEWOOD RD,4619 TANGLEWOOD RD,Knoxville,TN,,x,,,,
12/7/2018,4714,TRUAN RIDGE WAY,4714 TRUAN RIDGE WAY,Knoxville,TN,x,,,2 city cans,,
12/7/2018,4808,BRADSHAW RD,4808 BRADSHAW RD,Knoxville,TN,,x,,,,
12/7/2018,4906,COY WAY,4906 COY WAY,Knoxville,TN,,x,,,,
12/7/2018,5000,CLOVER RD,5000 CLOVER RD,Knoxville,TN,,,x,car blocking can,,
12/7/2018,5024,GRIFFINS GATE LN,5024 GRIFFINS GATE LN,Knoxville,TN,,x,,,,
12/7/2018,5115,OAKVIEW RD,5115 OAKVIEW RD,Knoxville,TN,,x,,,,
12/7/2018,5210,LANDBROOK DR,5210 LANDBROOK DR,Knoxville,TN,,x,,,,
12/7/2018,5303,GREENCREST RD,5303 GREENCREST RD,Knoxville,TN,,x,,,,
12/7/2018,5326,BLUE STAR DR,5326 BLUE STAR DR,Knoxville,TN,,x,,,,
12/7/2018,5410,LONAS DR,5410 LONAS DR,Knoxville,TN,,x,,,,
12/7/2018,5500,MALMSBURY RD,5500 MALMSBURY RD,Knoxville,TN,x,,,need new city can can got dumped ,,
12/7/2018,5514,PARKDALE RD,5514 PARKDALE RD,Knoxville,TN,,x,,,,
12/7/2018,5608,LAWRENCE RD,5608 LAWRENCE RD,Knoxville,TN,,x,,,,
12/7/2018,5640,DAVIDA RD,5640 DAVIDA RD,Knoxville,TN,,x,,,,
12/7/2018,5711,SUMMER GROVE LN,5711 SUMMER GROVE LN,Knoxville,TN,,x,,,,
